Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd Misc/AcceptanceStep Misc/Alpha Misc/FinalStepNorm Misc/gradient_norm Misc/xHx Misc/H_inv_g Misc/cost_gradient_norm Misc/A Misc/B Misc/q Misc/r Misc/s Misc/Lambda_star Misc/Nu_star Misc/OptimCase TotalEnvSteps Time FPS
1 -0.019498799 0.9278452 -1.3140365 2.4014559 26.821428 55.756523 0.0 208.0 1000.0 1000.0 1000.0 0.16614234 -0.091581985 0.35727853 0.15789908 -2.4363225 2.540921 0.16721018 -0.25484335 0.4891817 -1.0244548e-08 0.011733026 0.0 -0.009065059 6.1311426 -1.413877 0.74363124 0.0 1.0 2 1.0 0.0003 0.508999994180536 0.0 2.5094993 0.0 0.131571 0.0031758097 0.116741866 0.08261027 1.0 1.0 0.0031758097 0.00013473537 0.001825507 1.0 1.0 1.0 30000 8 3458
2 0.04141227 0.886939 -1.3385199 2.1478364 70.42857 96.59837 0.0 317.0 1000.0 1000.0 1000.0 0.1495315 0.028381597 0.2733531 0.14584796 -2.4473867 2.2164605 0.86384463 -0.536932 13.4305525 -9.313226e-09 0.0033215224 0.0 -0.0020606904 14.858592 -4.812213 0.7416687 0.01035206 1.0 2 1.0 0.0003 0.5080020093473719 9.0 1.6498687 0.5605442 0.10389389 0.007347349 0.2215658 0.039934225 1.0 1.0 0.007347349 2.1051732e-05 0.0010781765 1.0 1.0 1.0 60000 16 3624
3 0.0008730282 1.0133644 -1.7587551 2.1160338 42.785713 72.5723 0.0 263.0 1000.0 1000.0 1000.0 0.11255982 -0.14932115 0.3546613 0.14562675 -2.0505285 2.4248152 1.8900194 -2.5890982 18.270193 -3.0267984e-09 0.0035704896 0.0 -0.0011312243 9.851482 -4.0730944 0.73970217 0.013021274 1.0 2 1.0 0.0003 0.5070039867303798 7.0 1.1999024 0.2236438 0.09488891 0.013891137 0.29683095 0.0946637 1.0 1.0 0.013891137 -0.00022851201 0.0021175838 1.0 1.0 1.0 90000 25 3648
4 -0.078455195 0.8906044 -1.7676891 2.1635945 53.964287 76.3902 0.0 284.0 1000.0 1000.0 1000.0 0.093155235 -0.15462115 0.39762747 0.19092551 -2.298659 2.3814945 1.4673398 -3.1568983 14.48683 -3.7252903e-09 0.0040217196 0.0 -0.001829885 11.656214 -6.736942 0.7377318 0.014346976 1.0 2 1.0 0.0003 0.5060059945689283 10.0 1.2729422 0.17345276 0.16036996 0.01234276 0.27549013 0.09310512 1.0 1.0 0.01234276 0.0004517401 0.0022103752 1.0 1.0 1.0 120000 33 3608
5 -0.622402 1.5233538 -3.527427 3.61379 52.67857 71.44031 0.0 234.0 1000.0 1000.0 1000.0 0.08714116 -0.19748579 0.39167374 0.3147143 -2.2997856 2.4914973 1.1952283 -7.5059075 17.1224 1.3969839e-08 0.00670187 0.0 -0.004520041 10.379415 -6.773871 0.7357575 0.01005297 1.0 2 1.0 0.0003 0.5050080103088117 11.0 1.8562725 0.15087883 0.12210872 0.0058042463 0.17388572 0.08192303 1.0 1.0 0.0058042463 0.0004880127 0.0018433132 1.0 1.0 1.0 150000 41 3607
6 -0.32918325 1.1666303 -2.3132577 2.4203749 48.5 68.983696 0.0 211.0 1000.0 1000.0 1000.0 0.07182822 -0.31467825 0.5028209 0.28997427 -2.1679819 2.209716 2.7682984 -5.897814 18.53262 7.450581e-09 0.003941553 0.0 -0.001796952 10.831511 -7.7825856 0.73377925 0.010185326 1.0 2 1.0 0.0003 0.504010011618452 8.0 0.999055 0.16549338 0.11308263 0.020037843 0.33244762 0.14540426 1.0 1.0 0.020037843 0.0016166947 0.0038210037 1.0 1.0 1.0 180000 50 3644
7 -0.52148443 1.1131306 -2.595399 2.8841436 19.107143 41.44216 0.0 200.0 1000.0 1000.0 1000.0 0.058509514 -0.44052565 0.6027121 0.2623796 -2.2001162 2.320877 2.3092482 -5.9209666 24.015766 1.4901161e-08 0.004563219 0.0 -0.002213362 4.228463 -3.2096906 0.7317974 0.013969198 1.0 2 1.0 0.0003 0.5030120063706592 9.0 1.0625391 0.028526643 0.15849446 0.01771495 0.29760396 0.0792533 1.0 1.0 0.01771495 0.0026410709 0.0024719508 1.0 1.0 1.0 210000 58 3606
8 -0.19922374 1.3749703 -1.9219279 4.8254633 38.535713 55.187008 0.0 172.0 1000.0 1000.0 1000.0 0.032504454 -0.5066342 0.6702479 0.41547292 -2.124819 2.5689807 2.3895762 -3.9678366 22.035898 7.450581e-09 0.0059624226 0.0 -0.0032174066 8.1391535 -5.883533 0.729811 0.010372758 1.0 2 1.0 0.0003 0.5020140024227473 9.0 1.4418985 0.10066163 0.113253385 0.009619669 0.21991749 0.12839316 1.0 1.0 0.009619669 0.0007368898 0.0023593642 1.0 1.0 1.0 240000 66 3616
9 -0.31348965 1.0829436 -2.1594374 2.2909882 6.678571 23.188751 0.0 120.0 1000.0 1000.0 1000.0 0.033146746 -0.5574596 0.8005515 0.41129076 -2.2437289 2.4546 2.488524 -6.33147 22.761164 -1.4901161e-08 0.0040431605 0.0 -0.001858136 3.6245034 -2.9808192 0.7278213 0.010807984 1.0 2 1.0 0.0003 0.5010160076164407 10.0 1.0499862 0.028459165 0.20222774 0.018141057 0.30239993 0.119355924 1.0 1.0 0.018141057 0.002111157 0.0029380873 1.0 1.0 1.0 270000 75 3642
10 -0.8834892 1.1102566 -2.512202 1.9967997 9.928572 31.367552 0.0 131.0 1000.0 1000.0 1000.0 -0.016858011 -0.50504786 0.6587859 0.34386784 -2.1501265 2.4716475 2.450323 -6.411691 20.123943 3.7252903e-09 0.0058920076 0.0 -0.0037204614 3.9988441 -3.042348 0.7258273 0.014839192 1.0 2 1.0 0.0003 0.5000179999743863 5.0 1.2506196 0.043227106 0.091898955 0.01278731 0.2600819 0.121180415 1.0 1.0 0.01278731 0.0026732045 0.003986133 1.0 1.0 1.0 300000 83 3641
