Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd Misc/AcceptanceStep Misc/Alpha Misc/FinalStepNorm Misc/gradient_norm Misc/xHx Misc/H_inv_g Misc/cost_gradient_norm Misc/A Misc/B Misc/q Misc/r Misc/s Misc/Lambda_star Misc/Nu_star Misc/OptimCase TotalEnvSteps Time FPS
1 -0.54874873 1.1133357 -2.7145982 2.3458505 76.42857 104.23614 0.0 449.0 1000.0 1000.0 1000.0 -0.21843825 -0.4803629 -0.03857462 0.03217283 -2.0813024 2.268568 -0.11338732 -0.36576298 0.1589149 1.8626451e-09 0.014725995 0.0 -0.012520119 15.352652 -6.349614 0.74363124 0.011294982 1.0 2 1.0 0.0003 0.508999994180536 11.0 2.5516527 0.31961647 0.13206713 0.003071747 0.10731553 0.042529 1.0 1.0 0.003071747 -0.00019469348 0.0017017182 1.0 1.0 1.0 30000 16 1798
2 -0.6930623 1.1127484 -2.3771966 1.9603152 34.714287 58.426907 0.0 217.0 1000.0 1000.0 1000.0 -0.14413433 -0.29355356 0.01255206 -0.038818713 -2.1504047 2.166228 0.870447 -2.9864001 15.22864 -2.2351742e-08 0.0023107626 0.0 -0.0011993783 7.5706167 -4.106078 0.7416687 0.012274875 1.0 2 1.0 0.0003 0.5080020093473719 11.0 1.1519003 0.05895895 0.28643557 0.015073007 0.25865895 0.11145103 1.0 1.0 0.015073007 0.0008492229 0.003532032 1.0 1.0 1.0 60000 33 1838
3 -1.525288 1.8240165 -4.6887174 2.2548747 32.214287 62.363194 0.0 272.0 1000.0 1000.0 1000.0 -0.1421401 -0.32719827 0.11833943 0.07316588 -1.966497 2.1880689 1.766892 -3.542473 22.001183 3.7252903e-09 0.004266926 0.0 -0.0024371475 7.049015 -5.173587 0.73970217 0.0125508625 1.0 2 1.0 0.0003 0.5070039867303798 13.0 0.9400013 0.042129043 0.54782534 0.022634603 0.21183807 0.08464564 1.0 1.0 0.022634603 -0.00022580207 0.002549554 1.0 1.0 1.0 90000 51 1643
4 -0.2505242 0.9864835 -2.4254987 2.667525 35.5 56.299896 0.0 226.0 1000.0 1000.0 1000.0 -0.13205813 -0.36601397 0.3684753 -0.032064028 -2.270239 2.430518 2.4848578 -4.3665023 23.08013 -1.4901161e-08 0.0031218575 0.0 -0.0016503881 6.9510045 -4.5899715 0.7377318 0.011906386 1.0 2 1.0 0.0003 0.5060059945689283 6.0 1.1261594 0.14765255 0.11621243 0.01576994 0.28257927 0.0702479 1.0 1.0 0.01576994 0.0014589981 0.0034817255 1.0 1.0 1.0 120000 82 977
5 -0.24262217 1.088724 -2.2434692 2.9334815 39.535713 77.10127 0.0 340.0 1000.0 1000.0 1000.0 -0.107733294 -0.34506702 0.41143614 0.019212848 -2.240814 2.121029 2.8996317 -6.9047723 26.576735 1.0244548e-08 0.003547837 0.0 -0.001337569 7.2732263 -5.112178 0.7357575 0.012628202 1.0 2 1.0 0.0003 0.5050080103088117 8.0 0.8240136 0.15282658 0.23165716 0.029455144 0.38044453 0.07769645 1.0 1.0 0.029455144 0.0019473869 0.0028749215 1.0 1.0 1.0 150000 113 964
6 -1.0755767 1.4474628 -3.4951496 2.6972442 41.464287 75.10967 0.0 344.0 1000.0 1000.0 1000.0 -0.1038936 -0.32363892 0.6573332 0.1519292 -2.1715014 2.1565864 1.4799324 -6.682683 25.172014 1.0244548e-08 0.0044525154 0.0 -0.002600295 8.897185 -7.098548 0.73377925 0.011321826 1.0 2 1.0 0.0003 0.504010011618452 11.0 1.108057 0.099647105 0.28345352 0.016289419 0.28085488 0.08451187 1.0 1.0 0.016289419 0.0009520387 0.0025544746 1.0 1.0 1.0 180000 144 956
7 -0.23573293 0.8320989 -2.9348977 1.5340719 22.071428 28.263971 0.0 96.0 1000.0 1000.0 1000.0 -0.051088087 -0.34218213 0.8123058 0.06538476 -2.062313 2.0816617 3.740036 -5.685498 26.826519 3.7252903e-09 0.002837194 0.0 -0.0011168264 5.12121 -3.6524458 0.7317974 0.010208199 1.0 2 1.0 0.0003 0.5030120063706592 8.0 0.8192738 0.033698294 0.19860587 0.02979694 0.3861792 0.07525241 1.0 1.0 0.02979694 0.0027964634 0.003168809 1.0 1.0 1.0 210000 175 957
8 -0.0056187594 1.2107342 -2.0722466 3.1041286 64.21429 77.94108 0.0 272.0 1000.0 1000.0 1000.0 -0.06804762 -0.38745934 0.69215757 0.18127908 -2.2467585 2.5038047 3.6466594 -4.565531 21.462414 1.2572855e-08 0.004800465 0.0 -0.00267494 13.84713 -11.107832 0.729811 0.010387765 1.0 2 1.0 0.0003 0.5020140024227473 10.0 1.3158565 0.29827994 0.14617264 0.011550814 0.26597115 0.062440947 1.0 1.0 0.011550814 0.00024165303 0.001930877 1.0 1.0 1.0 240000 207 958
9 -0.64593077 0.7733811 -2.2273853 1.1667186 27.214285 60.34387 0.0 289.0 1000.0 1000.0 1000.0 -0.06664507 -0.36570734 0.5407437 0.1842224 -2.3778615 2.1747577 2.1896906 -4.4393234 19.815208 7.450581e-09 0.002405057 0.0 -0.0009753321 6.099373 -4.308569 0.7278213 0.009701481 1.0 2 1.0 0.0003 0.5010160076164407 3.0 0.9111955 0.14922276 0.08020839 0.024088327 0.35934928 0.055244952 1.0 1.0 0.024088327 0.0022585255 0.001911585 1.0 1.0 1.0 270000 238 954
10 -0.7197301 0.86396605 -2.6303933 1.5918883 26.535715 27.936768 0.0 80.0 1000.0 1000.0 1000.0 -0.06383097 -0.37873745 0.50718606 0.1499852 -2.1236544 2.690443 2.3070958 -6.0126133 19.137218 -1.8626451e-09 0.002265484 0.0 -0.000919317 5.6060915 -4.2220974 0.7258273 0.012112426 1.0 2 1.0 0.0003 0.5000179999743863 3.0 0.8416454 0.12865579 0.10368299 0.028233942 0.38622355 0.056254078 1.0 1.0 0.028233942 0.0027745357 0.0022100806 1.0 1.0 1.0 300000 270 939
