Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
1 -0.40996698 0.57458764 -1.2402388 1.0774741 49.67857 76.01177 0.0 324.0 1000.0 1000.0 1000.0 0.17431758 0.017493092 0.2986679 -0.03543808 -0.28937733 0.24222104 0.035438076 0.0061001135 -0.00060718367 -0.0047408626 0.74363124 0.0030724497 80.0 1 0.99625146 0.0003 0.508999994180536 30000 13 2263
2 0.87195575 1.427076 -1.6016431 5.858646 135.96428 133.39615 0.0 442.0 1000.0 1000.0 1000.0 0.04767176 -0.6709574 0.78858197 0.005392079 -0.4173641 2.4849422 -0.0053920783 0.0159718 -0.0017751434 -0.013541229 0.7416687 0.0037565823 80.0 1 0.99768317 0.00029939999999999996 0.5080020093473719 60000 26 2361
3 1.0489748 1.5062021 -0.9460487 5.2364955 146.0 139.39845 0.0 480.0 1000.0 1000.0 1000.0 0.09791355 -0.46425122 0.84057343 -0.00044095764 -0.42869732 2.3412135 0.00044095842 0.0116279265 -0.0013569405 -0.0096390825 0.73970217 0.0037352354 80.0 1 0.99706537 0.0002988 0.5070039867303798 90000 38 2370
4 1.3048126 2.133367 -1.2057743 9.241132 145.92857 98.7218 0.0 471.0 1000.0 1000.0 1000.0 0.1469619 -0.4478981 1.0371565 -0.0037676727 -0.5581448 2.417196 0.0037676725 0.015388353 -0.0015475628 -0.01304424 0.7377318 0.0035879272 80.0 1 0.99725413 0.0002982 0.5060059945689283 120000 51 2399
5 1.7785789 1.9295657 -0.08672466 7.6652846 107.25 101.56758 0.0 445.0 1000.0 1000.0 1000.0 0.15883005 -0.70179236 1.5676949 0.0014137924 -0.8495077 2.9009352 -0.001413793 0.020806488 -0.0019119967 -0.017316444 0.7357575 0.00332298 80.0 1 0.9967015 0.00029759999999999997 0.5050080103088117 150000 63 2416
6 1.8926958 1.682894 -0.8939629 5.377213 190.57143 203.91289 0.0 860.0 1000.0 1000.0 1000.0 0.2019944 -0.57954913 1.426779 -0.0020915894 -0.6246181 2.61326 0.002091589 0.023228232 -0.002194033 -0.019566935 0.73377925 0.0033253175 80.0 1 0.996613 0.00029699999999999996 0.504010011618452 180000 76 2348
7 1.3365954 1.5558643 -0.6625505 7.0260377 101.71429 88.906395 0.0 351.0 1000.0 1000.0 1000.0 0.1678459 -0.4360189 1.2862387 -0.0031812969 -0.4347595 2.3247218 0.003181297 0.01620338 -0.001869471 -0.013727681 0.7317974 0.0033882617 80.0 1 0.9973137 0.0002964 0.5030120063706592 210000 89 2400
8 1.9571037 2.1090164 -0.4447055 7.964918 105.96429 100.86571 0.0 391.0 1000.0 1000.0 1000.0 0.17390826 -0.40605325 1.7338369 0.0007743112 -0.6568163 1.5965059 -0.0007743109 0.0124205 -0.0017365229 -0.010140586 0.729811 0.0035669967 80.0 1 0.9969728 0.0002958 0.5020140024227473 240000 101 2370
9 2.4669871 1.855773 0.10835516 6.8690205 99.35714 98.896484 0.0 337.0 1000.0 1000.0 1000.0 0.2540282 -0.38825434 1.6315215 0.002137218 -0.7607215 1.9080459 -0.0021372186 0.016481955 -0.0020751264 -0.013858278 0.7278213 0.003367574 80.0 1 0.99768233 0.00029519999999999997 0.5010160076164407 270000 114 2408
10 3.4335256 2.4471517 0.05097459 10.659753 113.21429 94.20924 0.0 381.0 1000.0 1000.0 1000.0 0.2850923 -0.269129 1.5562994 0.009773157 -0.7723334 2.4334047 -0.009773157 0.023718558 -0.0025455025 -0.020164251 0.7258273 0.0035492927 80.0 1 0.99787784 0.00029459999999999995 0.5000179999743863 300000 126 2398
11 2.6242828 2.0074024 0.21087304 6.5746455 103.03571 73.26005 0.0 248.0 1000.0 1000.0 1000.0 0.3052191 -0.3966235 1.6392254 -0.00316052 -0.71913654 2.2828336 0.0031605205 0.022998294 -0.0024436777 -0.019255418 0.7238292 0.0037792888 80.0 1 0.99566567 0.000294 0.4990199874853069 330000 139 2420
12 3.5325558 2.3777163 -0.44443285 9.088788 138.85715 127.04322 0.0 524.0 1000.0 1000.0 1000.0 0.36053196 -0.31033665 1.9376824 0.0007666751 -0.8430034 2.102401 -0.00076667476 0.02494632 -0.0029609315 -0.02081897 0.72182757 0.004095223 80.0 1 0.99508435 0.0002934 0.49802200780647804 360000 151 2393
13 4.64308 3.1219757 0.33893564 12.996 133.17857 123.94556 13.0 489.0 1000.0 1000.0 1000.0 0.40271088 -0.497461 2.016886 0.010809687 -0.77592343 2.3789945 -0.010809688 0.030348895 -0.0036187624 -0.025701355 0.71982163 0.0041004717 80.0 1 0.99829906 0.00029279999999999996 0.4970240094664514 390000 164 2399
14 5.5217547 3.0760005 0.48613644 11.934941 73.67857 53.66167 0.0 226.0 1000.0 1000.0 1000.0 0.44929427 -0.57526124 2.0236018 0.013618876 -1.1177734 2.0412505 -0.013618878 0.037157357 -0.0042279772 -0.031733446 0.7178115 0.004448387 80.0 1 0.9980637 0.00029219999999999995 0.4960260005845061 420000 176 2464
15 6.5281796 4.1318417 0.1252128 14.232133 101.03571 82.18206 0.0 282.0 1000.0 1000.0 1000.0 0.49947983 -0.46206325 2.2325962 0.027481547 -0.8388694 2.438003 -0.027481548 0.046611898 -0.004804605 -0.039485972 0.7157975 0.004764605 80.0 1 0.99699366 0.0002916 0.4950279892637624 450000 189 2389
16 6.7893176 4.715805 0.2660017 20.67761 136.25 132.03966 0.0 501.0 1000.0 1000.0 1000.0 0.5316909 -0.62258935 2.4231403 0.026223771 -0.84179235 2.409168 -0.026223771 0.049973648 -0.0054280264 -0.042710602 0.7137796 0.00463857 80.0 1 0.99918777 0.00029099999999999997 0.49403001303756583 480000 201 2415
17 7.9434576 3.6582692 0.5462698 14.672805 136.21428 92.05059 3.0 398.0 1000.0 1000.0 1000.0 0.5901165 -0.47618085 2.650197 0.028950593 -0.9639841 3.0571263 -0.02895059 0.053382643 -0.0055097775 -0.0458669 0.7117573 0.0044814087 80.0 1 0.99900746 0.00029039999999999996 0.4930319916369756 510000 214 2435
18 6.690427 3.7331235 0.022506382 14.222835 116.71429 72.615845 6.0 280.0 1000.0 1000.0 1000.0 0.6988642 -0.48964655 2.8446827 0.0019953563 -1.2531688 2.8155327 -0.0019953556 0.049303856 -0.0051433453 -0.043378394 0.709731 0.004565454 80.0 1 0.9970393 0.00028979999999999994 0.4920339921279806 540000 226 2394
19 8.763104 4.8738728 2.6360748 21.22572 91.17857 58.127357 3.0 200.0 1000.0 1000.0 1000.0 0.78223956 -0.3039296 2.749169 0.012625741 -0.9288134 2.486373 -0.01262574 0.059468433 -0.005856606 -0.051600758 0.7077006 0.0046445415 80.0 1 0.9966793 0.0002892 0.49103599328005176 570000 239 2374
20 9.787008 3.3479936 1.9996415 15.838161 135.5 105.181305 0.0 421.0 1000.0 1000.0 1000.0 0.8772895 -0.4517799 2.9052286 0.013409435 -1.0592675 2.0323682 -0.013409435 0.05171594 -0.005370005 -0.044652253 0.7056661 0.004681173 80.0 1 0.99817455 0.00028859999999999997 0.49003800329248687 600000 252 2376
21 9.473845 3.56345 3.577598 15.057107 144.17857 99.86814 16.0 472.0 1000.0 1000.0 1000.0 0.85813653 -0.34329444 2.7462826 0.017510183 -1.3260492 2.2277904 -0.017510187 0.05218543 -0.0054938206 -0.0453318 0.7036275 0.0045572137 80.0 1 0.99740076 0.00028799999999999995 0.48904000119877045 630000 264 2426
22 10.022803 5.174428 1.0400534 22.30059 112.28571 65.28009 12.0 258.0 1000.0 1000.0 1000.0 0.94864094 -0.42617399 2.9615076 0.012630858 -1.1673151 2.3735008 -0.0126308575 0.053806495 -0.00591903 -0.04665367 0.7015848 0.004643456 80.0 1 0.9970908 0.00028739999999999994 0.48804199534303844 660000 277 2369
23 10.35716 4.3331003 2.182726 18.869019 142.75 79.252594 11.0 343.0 1000.0 1000.0 1000.0 1.0103126 -0.26284552 2.5989475 0.009056089 -1.0952363 2.150832 -0.009056089 0.05949969 -0.0062382994 -0.05141201 0.6995376 0.004912538 80.0 1 0.9963316 0.0002868 0.4870439940524629 690000 289 2405
24 9.783168 4.5151772 2.7173498 18.299002 178.35715 127.72074 9.0 553.0 1000.0 1000.0 1000.0 1.0481827 -0.24931088 3.3943355 -0.005939233 -1.852834 3.7534282 0.0059392313 0.05979599 -0.0060570096 -0.05160552 0.6974865 0.004917468 80.0 1 0.9949359 0.00028619999999999996 0.48604600563714795 720000 302 2409
