Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd Misc/AcceptanceStep Misc/Alpha Misc/FinalStepNorm Misc/gradient_norm Misc/xHx Misc/H_inv_g Misc/cost_gradient_norm Misc/A Misc/B Misc/q Misc/r Misc/s Misc/Lambda_star Misc/Nu_star Misc/OptimCase TotalEnvSteps Time FPS
1 -0.29453367 2.274487 -4.7754745 6.0980425 49.42857 54.6387 0.0 184.0 1000.0 1000.0 1000.0 0.099453226 -0.1031909 0.31954774 -0.35027468 -2.3774648 1.9572091 -0.045859598 -0.37796432 0.33045214 2.0489097e-08 0.01934579 0.0 -0.0150472205 9.356136 -2.457971 0.74363124 0.009655921 1.0 1 1.0 0.0003 0.508999994180536 1.0 2.4564335 0.33042148 0.11898974 0.0033145044 0.11633223 0.05592923 0.0031677727 -0.29195717 0.0033145044 0.0005298008 0.0019129389 0.0 3.2334287 0.0 30000 11 2708
2 -0.7503057 1.3484312 -3.6253738 3.117672 68.17857 100.27215 0.0 474.0 1000.0 1000.0 1000.0 0.072129264 -0.12520963 0.41563827 -0.29883742 -2.3293219 2.1193724 1.2929054 -1.7132026 8.295364 -3.7252903e-09 0.0043856828 0.0 -0.0025439314 13.405516 -4.6569567 0.7416687 0.0062003634 1.0 1 1.0 0.0003 0.5080020093473719 1.0 1.7032515 0.30899835 0.13639349 0.0068940087 0.19322315 0.061060607 0.0068901526 -0.99214244 0.0068940087 -8.4282015e-05 0.0018420224 0.0 3.295083 0.0 60000 22 2747
3 -0.8228683 1.2813609 -3.0351696 2.3425255 50.0 73.64005 0.0 328.0 1000.0 1000.0 1000.0 0.046223227 -0.29484177 0.56425935 -0.2939981 -2.4187927 2.1638181 1.7208992 -3.9510806 19.540306 -3.7252903e-08 0.0046260366 0.0 -0.0028142198 10.27889 -5.743755 0.73970217 0.0057451585 1.0 1 1.0 0.0003 0.5070039867303798 1.0 1.4702471 0.30213955 0.13054098 0.009252282 0.2220075 0.07161531 0.009114371 -0.2804413 0.009252282 0.0005356234 0.002080273 0.0 3.1006572 0.0 90000 32 2783
4 -1.1534158 1.444708 -3.5667992 2.275338 26.857143 52.629913 0.0 187.0 1000.0 1000.0 1000.0 0.029151587 -0.3945543 0.6685989 -0.28266883 -2.489549 2.1734173 1.0786924 -6.6876388 23.834833 -7.450581e-09 0.0044118827 0.0 -0.0022146204 6.407902 -4.554175 0.7377318 0.0 1.0 1 1.0 0.0003 0.5060059945689283 0.0 1.0708586 0.0 0.30199468 0.017440764 0.27484038 0.089177616 0.0161726 0.018382268 0.017440764 0.0016442955 0.0021319871 0.9379731 0.045804467 1.0 120000 43 2714
5 -0.81078434 0.99248886 -2.7286 1.3252343 7.857143 19.80569 0.0 90.0 1000.0 1000.0 1000.0 0.0001013972 -0.5405685 0.75521624 -0.2826552 -2.319851 2.0921972 1.6955081 -8.463962 23.649355 -1.0244548e-08 0.003956872 0.0 -0.0017776331 3.4276233 -2.234428 0.7357575 0.0032644174 1.0 1 1.0 0.0003 0.5050080103088117 1.0 1.0123855 0.30124307 0.32420543 0.019513626 0.29755756 0.15228131 0.018853264 -0.03702704 0.019513626 0.0018447342 0.005153302 0.987766 0.0 3.0 150000 54 2766
6 0.15623394 1.1978 -1.8948511 3.2388184 50.357143 85.93112 0.0 286.0 1000.0 1000.0 1000.0 0.023585156 -0.50021636 0.9249219 -0.2632364 -2.2506647 2.230112 3.2892916 -7.839309 27.914446 0.0 0.0041940175 0.0 -0.0011645006 12.631657 -7.9751644 0.73377925 0.007725682 1.0 1 1.0 0.0003 0.504010011618452 1.0 1.1555477 0.26827112 0.16198426 0.014978004 0.3082984 0.12404052 0.014971635 -0.26118624 0.014978004 -0.00012067199 0.002286686 0.0 2.9574049 0.0 180000 65 2769
7 0.19313194 1.2448997 -2.0177264 3.0464222 37.82143 65.24408 0.0 246.0 1000.0 1000.0 1000.0 0.04378242 -0.52473223 0.8982723 -0.20835212 -2.4888182 2.1460953 3.2402396 -5.4575205 23.471073 -3.7252903e-09 0.0037601558 0.0 -0.0011215475 7.8562484 -5.4566097 0.7317974 0.00655926 1.0 1 1.0 0.0003 0.5030120063706592 1.0 0.9487953 0.29031628 0.13833484 0.022216965 0.36358875 0.1783742 0.01950803 -0.030974302 0.022216965 0.0029556975 0.00322494 0.0 2.4903107 0.0 210000 76 2767
8 -0.7334066 0.94921094 -2.3710086 2.222492 19.857143 59.167263 0.0 261.0 1000.0 1000.0 1000.0 -0.00896003 -0.47564209 0.8516039 -0.17347686 -2.2272146 2.0192044 1.6493691 -8.796863 29.367239 1.6763806e-08 0.0027358513 0.0 -0.0009899109 4.836081 -4.0122538 0.729811 0.003772416 1.0 1 1.0 0.0003 0.5020140024227473 1.0 0.81544614 0.29996485 0.37772152 0.03007733 0.3678531 0.07802902 0.027167013 0.010967567 0.03007733 0.0029192565 0.0029282225 1.2263224 0.0 2.0 240000 87 2767
9 0.28948206 0.90780187 -1.0020462 2.110343 55.964287 83.15583 0.0 306.0 1000.0 1000.0 1000.0 -0.00443393 -0.5571365 0.8289824 -0.13901149 -2.4713032 2.1587186 3.807056 -6.846916 24.422596 -1.7695129e-08 0.0046661696 0.0 -0.0022237792 12.84815 -9.796572 0.7278213 0.00678791 1.0 1 1.0 0.0003 0.5010160076164407 1.0 1.087868 0.28329757 0.19061115 0.016899638 0.3204944 0.14870076 0.016898902 -0.3011744 0.016899638 4.68746e-05 0.0029852537 0.0 2.5883539 0.0 270000 98 2774
10 0.22367321 1.1618996 -1.9060402 3.3481534 68.53571 108.11353 0.0 457.0 1000.0 1000.0 1000.0 0.020313771 -0.43834955 0.61081684 -0.071939275 -2.4041095 2.170874 3.2770019 -7.435971 20.541103 7.450581e-09 0.0046478314 0.0 -0.0023838994 15.715132 -12.708015 0.7258273 0.0070497575 1.0 1 1.0 0.0003 0.5000179999743863 1.0 1.1234834 0.26175216 0.18904597 0.015845152 0.3066296 0.16537285 0.015705338 -0.6876877 0.015845152 0.0006119289 0.002678241 0.0 2.7326837 0.0 300000 109 2783
