Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
1 -4.0853305 1.6947306 -7.0142245 -0.022604227 12.392858 23.60136 0.0 90.0 1000.0 1000.0 1000.0 0.15367357 -0.17838272 0.44640794 -0.0909535 -0.52997136 1.1754895 0.09095351 0.03519835 -0.0008494407 -0.032064423 0.74363124 0.0024360388 80.0 0 0.9969381 0.0003 0.508999994180536 30000 10 2833
2 2.6240659 2.2681818 -2.275312 8.984305 80.17857 70.95172 15.0 313.0 1000.0 1000.0 1000.0 0.55187213 -1.048008 1.712749 -0.04479757 -1.1322165 2.3717668 0.044797577 0.052656174 -0.0037730057 -0.044660363 0.7416687 0.0045220237 80.0 0 0.996026 0.0003 0.5080020093473719 60000 20 2952
3 4.2136126 3.0659661 -0.69534934 11.028241 105.57143 79.751595 2.0 366.0 1000.0 1000.0 1000.0 0.4293468 -0.77935696 1.808211 0.002449439 -1.0990759 1.8674959 -0.002449439 0.039561383 -0.0024617356 -0.03221461 0.73970217 0.0035751825 80.0 0 0.997733 0.0003 0.5070039867303798 90000 30 2943
4 5.588542 2.3086572 1.05705 10.496582 86.10714 119.47814 0.0 642.0 1000.0 1000.0 1000.0 0.3285823 -0.76560265 1.8161745 0.040416345 -1.1100118 2.3306484 -0.04041634 0.039031122 -0.002279698 -0.030748716 0.7377318 0.0031053512 80.0 0 0.99989206 0.0003 0.5060059945689283 120000 41 2947
5 4.856046 3.2087255 -1.8040202 12.165707 135.14285 182.29172 0.0 893.0 1000.0 1000.0 1000.0 0.25668994 -0.953817 1.608413 0.038778894 -0.8096293 1.8774009 -0.038778894 0.030670851 -0.0020388153 -0.024538301 0.7357575 0.0030002384 80.0 0 0.9996552 0.0003 0.5050080103088117 150000 51 2878
6 6.0554614 2.5721917 -1.1970811 10.946437 118.07143 109.68492 0.0 446.0 1000.0 1000.0 1000.0 0.40149704 -0.6661236 1.7053267 0.0365168 -0.74341065 1.467203 -0.0365168 0.028191492 -0.002085859 -0.02218299 0.73377925 0.0032872162 80.0 0 0.9989447 0.0003 0.504010011618452 180000 62 2714
7 8.504014 2.3674922 5.075354 14.515001 104.78571 81.15477 0.0 328.0 1000.0 1000.0 1000.0 0.47857183 -0.6275678 1.839879 0.062361848 -0.7712715 1.5198678 -0.06236185 0.033388436 -0.0021692012 -0.025656804 0.7317974 0.002684345 80.0 0 1.0008185 0.0003 0.5030120063706592 210000 73 2709
8 8.331647 4.0428095 1.5041175 16.468761 121.0 147.89403 0.0 612.0 1000.0 1000.0 1000.0 0.45211264 -0.6329742 1.6177357 0.05836543 -0.65694344 1.6432215 -0.058365427 0.028330864 -0.0021465532 -0.021808574 0.729811 0.0030919707 80.0 0 1.0018041 0.0003 0.5020140024227473 240000 84 2705
9 9.706851 4.6265955 -0.34063435 17.336096 129.25 176.3014 0.0 712.0 1000.0 1000.0 1000.0 0.6115544 -0.69064623 1.9859701 0.06411321 -0.91015327 2.2075558 -0.06411321 0.03374115 -0.0022221971 -0.025412055 0.7278213 0.002471399 80.0 0 1.0017982 0.0003 0.5010160076164407 270000 95 2695
10 11.020102 3.4246278 1.3036067 17.054108 89.25 86.71737 0.0 325.0 1000.0 1000.0 1000.0 0.74022985 -0.42303157 2.163147 0.06580249 -0.71403325 1.6637403 -0.06580249 0.032968577 -0.0025376473 -0.025635153 0.7258273 0.0029794076 80.0 0 1.002723 0.0003 0.5000179999743863 300000 107 2702
