Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd TotalEnvSteps Time FPS
1 -0.22012223 0.89376897 -1.5936265 2.4480777 58.285713 79.49882 0.0 306.0 1000.0 1000.0 1000.0 0.0790647 -0.06806257 0.31711817 -0.016382715 -0.31945723 1.8372753 0.016382717 0.008241416 -0.0007278285 -0.0061535966 0.74363124 0.0032045154 80.0 0 0.99783814 0.0003 0.508999994180536 30000 19 1504
2 0.98300266 1.8910624 -0.5963804 8.739631 147.75 146.12314 0.0 516.0 1000.0 1000.0 1000.0 -0.06745831 -0.89111686 1.1020805 0.028378675 -0.59003854 1.842461 -0.028378673 0.022425171 -0.0021247643 -0.019331507 0.7416687 0.0036521931 80.0 0 0.99815834 0.00029939999999999996 0.5080020093473719 60000 39 1549
3 2.1147058 2.0641341 -0.49967968 7.9533725 156.07143 167.52205 0.0 717.0 1000.0 1000.0 1000.0 0.110100016 -0.5582767 1.3459096 0.011723446 -0.65417016 2.0379734 -0.011723446 0.020025523 -0.0018959554 -0.016845979 0.73970217 0.0035104852 80.0 0 0.99720913 0.0002988 0.5070039867303798 90000 58 1551
4 1.4147025 1.8833898 -1.3812469 6.1514645 176.85715 214.10692 0.0 740.0 1000.0 1000.0 1000.0 0.06976234 -0.45221993 1.469374 0.010049084 -0.49568817 2.2134922 -0.010049083 0.01301537 -0.0013467483 -0.010769612 0.7377318 0.0031436179 80.0 0 0.99890995 0.0002982 0.5060059945689283 120000 78 1478
5 3.0950732 2.0250046 -0.40983155 6.7568307 113.42857 126.05028 0.0 506.0 1000.0 1000.0 1000.0 0.22859585 -0.34916207 1.8951519 0.012837296 -0.910865 2.5359452 -0.012837296 0.027129745 -0.0022957814 -0.022368845 0.7357575 0.0032666642 80.0 0 0.998671 0.00029759999999999997 0.5050080103088117 150000 98 1538
6 4.1269875 3.388206 -0.29401496 13.96693 139.10715 136.2066 0.0 697.0 1000.0 1000.0 1000.0 0.2447318 -0.477526 2.1623333 0.023863705 -0.7838148 2.7891192 -0.023863703 0.029387627 -0.0027260059 -0.024813075 0.73377925 0.0034686807 80.0 0 0.99901175 0.00029699999999999996 0.504010011618452 180000 117 1548
7 2.8386576 2.8088446 -0.16533884 10.26037 133.42857 159.99518 0.0 636.0 1000.0 1000.0 1000.0 0.20878309 -0.6498769 2.1638186 0.008245428 -0.83701205 2.2448535 -0.008245427 0.019325765 -0.0019478055 -0.015996573 0.7317974 0.003080177 80.0 0 0.999391 0.0002964 0.5030120063706592 210000 137 1525
8 3.2418303 4.047545 -0.68172103 16.62521 170.42857 231.96497 0.0 897.0 1000.0 1000.0 1000.0 0.2666941 -0.47916675 2.1696746 0.0039000462 -1.092293 3.3939943 -0.0039000455 0.02052883 -0.0022310517 -0.017363667 0.729811 0.0035591372 80.0 0 0.99785745 0.0002958 0.5020140024227473 240000 156 1581
9 4.141654 3.6506052 0.15235646 12.637598 193.53572 197.59834 0.0 750.0 1000.0 1000.0 1000.0 0.32859477 -0.4504987 2.4191437 0.017347882 -0.91698843 2.2951138 -0.017347883 0.02870762 -0.0026862882 -0.024171377 0.7278213 0.0030577546 80.0 0 0.999549 0.00029519999999999997 0.5010160076164407 270000 175 1553
10 6.6025968 3.7675362 0.10650356 15.444384 151.39285 172.52647 0.0 823.0 1000.0 1000.0 1000.0 0.50963664 -0.38419837 2.6834605 0.01858703 -1.2103759 3.827864 -0.01858703 0.047574475 -0.0036015387 -0.04029706 0.7258273 0.0037448746 80.0 0 0.9976349 0.00029459999999999995 0.5000179999743863 300000 195 1517
11 5.798973 5.1579857 0.31294078 21.156649 117.35714 129.94977 0.0 614.0 1000.0 1000.0 1000.0 0.50184965 -0.464817 2.3565116 0.011825321 -1.3611367 2.4384959 -0.011825321 0.03748587 -0.0037370087 -0.030935276 0.7238292 0.003658221 80.0 0 0.9983471 0.000294 0.4990199874853069 330000 214 1553
12 6.256121 5.2162175 -0.3485116 20.70664 164.32143 136.52525 0.0 629.0 1000.0 1000.0 1000.0 0.52766424 -0.4752859 2.419388 0.016247083 -1.2375014 3.0654984 -0.016247083 0.039413445 -0.0037470672 -0.03317137 0.72182757 0.003670651 80.0 0 0.9987763 0.0002934 0.49802200780647804 360000 234 1510
13 6.2865953 3.9734437 0.33765784 13.31907 130.78572 97.57392 6.0 410.0 1000.0 1000.0 1000.0 0.5600195 -0.36765862 2.5650756 0.0038543814 -1.3003926 2.9561424 -0.0038543819 0.043845177 -0.004403279 -0.03718848 0.71982163 0.00408993 80.0 0 0.9977724 0.00029279999999999996 0.4970240094664514 390000 253 1582
14 7.6587257 4.095783 1.1564701 17.001177 131.71428 115.12814 1.0 538.0 1000.0 1000.0 1000.0 0.7061442 -0.3075654 2.7624135 0.008147027 -1.3258674 2.5158114 -0.008147028 0.047322005 -0.0048856568 -0.040217124 0.7178115 0.004229496 80.0 0 0.9969189 0.00029219999999999995 0.4960260005845061 420000 274 1489
