Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd LagrangeMultiplier TotalEnvSteps Time FPS
1 -0.738604 1.6328471 -5.1069584 3.2018037 3.4839008 5.0511494 0.0 18.963938 1000.0 1000.0 1000.0 0.101061895 -0.08838664 0.32291728 -4.0690105e-09 -2.9573174 8.558387 -0.04627809 -0.36366445 0.3327675 -0.007436306 0.01940689 -0.0018798732 -0.015253376 8.95623 -2.1350188 0.74363124 0.0005661118 80.0 1 1.0001302 0.0003 0.508999994180536 0.0 30000 51 584
2 0.005943767 1.5693775 -4.178491 2.8740063 4.6131744 8.422978 0.0 30.683256 1000.0 1000.0 1000.0 0.30409643 -1.1861422 1.5500606 4.0690105e-09 -6.771217 5.1544633 -1.8545284 -6.7245545 6.6009474 -0.00741669 0.022307448 -0.001850693 -0.01959598 17.571434 -15.088829 0.7416687 0.02014425 66.0 1 1.0026386 0.00029939999999999996 0.5080020093473719 0.0 60000 120 432
3 0.6951613 1.9510884 -3.978544 5.198143 3.350666 9.007782 0.0 44.563683 1000.0 1000.0 1000.0 0.33500135 -1.1054683 1.310382 -1.7293294e-08 -6.3959255 12.185388 0.078377694 -14.862033 14.605146 -0.007397011 0.020534597 -0.009028276 -0.017597571 27.459194 -25.121746 0.73970217 0.020525195 57.0 1 1.0100579 0.0002988 0.5070039867303798 0.0 90000 174 554
4 0.011401645 2.2804372 -3.9328845 4.9392357 5.3166137 8.298835 0.0 27.429512 1000.0 1000.0 1000.0 0.20158277 -0.9007858 1.219167 1.2207031e-08 -4.528118 9.280836 0.46773645 -17.47688 17.655725 -0.0073773246 0.015163615 -0.014481618 -0.013089841 8.770079 -7.6996746 0.7377318 0.021299057 52.0 1 1.0042423 0.0002982 0.5060059945689283 0.0 120000 231 531
5 0.92793506 2.0801823 -2.831349 4.7450156 6.02447 12.039933 0.0 46.87511 1000.0 1000.0 1000.0 0.28153867 -0.82143486 1.3377715 -7.629395e-09 -4.233577 8.392709 1.1986607 -10.721389 18.74403 -0.007357574 0.012644412 -0.020319123 -0.010547122 17.140898 -15.146921 0.7357575 0.021218156 77.0 1 1.0084361 0.00029759999999999997 0.5050080103088117 0.0 150000 306 399
6 1.3680346 2.059395 -1.798015 5.084285 6.3080106 12.037923 0.0 42.584545 1000.0 1000.0 1000.0 0.3938864 -0.6995233 1.3491629 -1.0172526e-08 -5.693858 11.478969 2.442203 -13.330663 22.12744 -0.007337789 0.011840803 -0.016349606 -0.009343178 23.130905 -20.20811 0.73377925 0.021487385 14.0 1 0.9993165 0.00029699999999999996 0.504010011618452 0.0 180000 328 1393
7 2.1063926 2.4501529 -1.4897593 7.3134775 6.567105 10.416084 0.0 35.135857 1000.0 1000.0 1000.0 0.30794328 -0.5607155 1.317849 -1.2207031e-08 -6.050276 7.8745475 3.8983083 -16.391088 28.66514 -0.007317964 0.017720595 -0.0121370405 -0.014373776 30.522125 -27.274208 0.7317974 0.020763494 20.0 1 1.0039563 0.0002964 0.5030120063706592 0.0 210000 351 1266
8 1.9405792 2.9167335 -1.1781393 10.913127 1.9695765 4.427975 0.0 18.456656 1000.0 1000.0 1000.0 0.24999613 -0.59115267 1.2250036 -4.0690105e-09 -4.545771 14.035379 4.3356056 -11.213811 28.864666 -0.00729811 0.012707263 -0.008493363 -0.010451596 9.826353 -8.060287 0.729811 0.02013637 27.0 1 1.0045718 0.0002958 0.5020140024227473 0.0 240000 387 841
9 3.0248053 3.8012738 -1.3265058 12.985509 4.287207 5.94424 0.0 20.085548 1000.0 1000.0 1000.0 0.27450326 -0.5658047 1.4181974 1.6276042e-08 -4.849476 11.27054 3.85386 -11.359657 24.587667 -0.0072782226 0.017525842 -0.011965368 -0.013374267 17.593128 -15.062862 0.7278213 0.010972581 80.0 1 1.0071101 0.00029519999999999997 0.5010160076164407 0.0 270000 458 420
10 4.424606 3.2829008 0.48597398 12.002989 2.7483242 5.3146205 0.0 22.50427 1000.0 1000.0 1000.0 0.36603242 -0.49423105 1.7161355 1.0172526e-08 -7.327086 12.473082 5.0350595 -12.169124 22.919273 -0.0072582774 0.020013878 -0.010473404 -0.015659772 9.973797 -8.200256 0.7258273 0.022920746 46.0 1 1.0019255 0.00029459999999999995 0.5000179999743863 0.0 300000 502 695
11 6.5828085 4.265253 0.81619644 14.862663 6.210488 7.6067753 0.0 34.865257 1000.0 1000.0 1000.0 0.41258815 -0.71818626 1.9298091 -1.8310548e-08 -4.792307 9.678332 5.195877 -9.148998 19.67469 -0.0072382847 0.021769535 -0.005986345 -0.017493626 22.657804 -19.694284 0.7238292 0.022969833 14.0 1 1.0000037 0.000294 0.4990199874853069 0.0 330000 526 1214
12 5.87249 4.0790353 -1.0132712 13.943333 5.043094 7.053152 0.0 23.809973 1000.0 1000.0 1000.0 0.44154304 -0.48069334 2.0422916 1.2207031e-08 -6.825334 13.035332 6.4419355 -7.960874 25.722992 -0.0072182845 0.023828074 -0.009117888 -0.018724894 24.73722 -21.961246 0.72182757 0.022442143 24.0 1 1.0078257 0.0002934 0.49802200780647804 0.0 360000 552 1158
13 7.4019556 4.9830127 -0.16397624 17.458912 3.6876118 6.1452875 0.0 24.654785 1000.0 1000.0 1000.0 0.47463313 -0.49165183 1.945966 2.0345052e-09 -4.8053713 11.320927 7.323352 -7.7084575 24.085732 -0.007198211 0.026737437 -0.0065663964 -0.020712215 13.6030035 -11.654203 0.71982163 0.020447355 15.0 1 1.005561 0.00029279999999999996 0.4970240094664514 0.0 390000 577 1190
