Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd Misc/AcceptanceStep Misc/Alpha Misc/FinalStepNorm Misc/gradient_norm Misc/xHx Misc/H_inv_g Misc/cost_gradient_norm Misc/A Misc/B Misc/q Misc/r Misc/s Misc/Lambda_star Misc/Nu_star Misc/OptimCase TotalEnvSteps Time FPS
1 -0.089241564 1.1639075 -1.898681 4.227956 47.25 61.05011 0.0 233.0 1000.0 1000.0 1000.0 0.078755565 -0.06662095 0.31537038 -0.10573067 -2.2378817 2.795203 0.03586612 -0.18218865 0.25222218 9.313226e-09 0.0081081875 0.0 -0.005856607 9.010036 -2.709429 0.74363124 0.013280907 1.0 0 1.0 0.0003 0.508999994180536 10.0 1.7783073 0.14016171 0.13904384 0.0063243466 0.17154336 0.07507969 1.0 1.0 0.0063243466 0.0002527959 0.0026877085 1.0 1.0 1.0 30000 12 2361
2 -0.29142752 1.0893223 -2.4474769 2.2165992 35.964287 58.239334 0.0 211.0 1000.0 1000.0 1000.0 0.054904915 -0.05055899 0.1966281 -0.16866025 -2.2965095 2.0777895 0.44191417 -2.2732282 12.539044 1.4901161e-08 0.0040916502 0.0 -0.00214933 7.2710238 -4.0096297 0.7416687 0.011226032 1.0 0 1.0 0.0003 0.5080020093473719 6.0 1.356784 0.18902889 0.09560766 0.010864461 0.23473138 0.06559945 1.0 1.0 0.010864461 0.0009330757 0.0023882638 1.0 1.0 1.0 60000 25 2453
3 -0.5164226 1.4025855 -1.9370012 4.421519 53.67857 117.54909 0.0 474.0 1000.0 1000.0 1000.0 0.031323396 -0.1572895 0.28160718 -0.17977968 -2.2530549 1.98902 0.8588323 -2.931253 13.248648 2.2351742e-08 0.0039081452 0.0 -0.0018424271 13.136071 -9.903141 0.73970217 0.0 1.0 0 1.0 0.0003 0.5070039867303798 0.0 0.85908127 0.0 0.10041453 0.027099505 0.3721162 0.08477199 1.0 1.0 0.027099505 0.002120091 0.0024603237 1.0 1.0 1.0 90000 37 2499
4 -0.5890396 0.77453995 -1.9883071 1.705656 43.0 85.840385 0.0 292.0 1000.0 1000.0 1000.0 0.028718092 -0.23441783 0.36955667 -0.18529905 -2.4066074 2.263997 1.7474128 -5.7040377 19.186584 1.5832484e-08 0.0027196892 0.0 -0.00091828906 9.863651 -8.028727 0.7377318 0.010397331 1.0 0 1.0 0.0003 0.5060059945689283 7.0 0.7233481 0.2088488 0.16369343 0.038223915 0.42736757 0.11220172 1.0 1.0 0.038223915 0.0027944008 0.0031735604 1.0 1.0 1.0 120000 49 2495
5 -1.0174054 0.89654785 -2.4412198 1.4482707 51.142857 73.417946 0.0 303.0 1000.0 1000.0 1000.0 0.0086541725 -0.28265932 0.41952094 -0.2544098 -2.487838 2.3372126 2.1106815 -4.44797 25.360332 1.1175871e-08 0.00448544 0.0 -0.0025281005 11.176308 -8.976306 0.7357575 0.013688099 1.0 0 1.0 0.0003 0.5050080103088117 10.0 0.9510224 0.17836338 0.23483528 0.022113033 0.30522794 0.06402162 1.0 1.0 0.022113033 0.0031590317 0.0024423145 1.0 1.0 1.0 150000 61 2467
6 -0.94316226 1.078331 -2.9688318 1.316479 38.285713 57.24188 0.0 206.0 1000.0 1000.0 1000.0 -0.018850692 -0.37377837 0.3935156 -0.15758862 -2.20966 2.1795628 2.893276 -3.2225475 28.206646 -9.313226e-10 0.0035179341 0.0 -0.0015965187 8.089336 -6.6803136 0.73377925 0.010949604 1.0 0 1.0 0.0003 0.504010011618452 11.0 0.7125771 0.06693104 0.33933902 0.039388202 0.37533963 0.06862345 1.0 1.0 0.039388202 0.0010871716 0.0027798596 1.0 1.0 1.0 180000 73 2490
7 -1.2442652 0.9463449 -3.1262171 1.0870897 35.785713 59.379745 0.0 263.0 1000.0 1000.0 1000.0 -0.051013544 -0.38656282 0.3248399 -0.08299977 -2.352563 2.0900416 1.5958854 -5.38194 25.809364 0.0 0.006124364 0.0 -0.003900114 7.1043215 -5.7122016 0.7317974 0.0129153915 1.0 0 1.0 0.0003 0.5030120063706592 9.0 0.95533574 0.10587623 0.21237098 0.021913804 0.26445428 0.07784718 1.0 1.0 0.021913804 0.003262878 0.0028779246 1.0 1.0 1.0 210000 85 2491
8 -0.13708483 1.7698389 -3.7736256 3.894638 63.392857 70.94532 0.0 244.0 1000.0 1000.0 1000.0 -0.029955588 -0.4827321 0.56230146 -0.072644 -2.3226714 2.453517 3.1616352 -4.9953885 30.923662 9.313226e-10 0.013002783 0.0 -0.009250886 11.681744 -8.963888 0.729811 0.013361921 1.0 0 1.0 0.0003 0.5020140024227473 7.0 1.5311323 0.38334802 0.10007791 0.008531081 0.19101138 0.10718423 1.0 1.0 0.008531081 0.0005982991 0.0034320496 1.0 1.0 1.0 240000 98 2460
9 -0.77162826 1.4518025 -3.4891777 2.29821 66.17857 85.92648 0.0 332.0 1000.0 1000.0 1000.0 -0.026922397 -0.57649016 1.0249883 -0.028509704 -2.369302 2.4753468 2.766481 -4.126631 36.287155 -1.8626451e-09 0.0141373575 0.0 -0.010783572 13.328351 -10.817435 0.7278213 0.013171289 1.0 0 1.0 0.0003 0.5010160076164407 10.0 1.7243145 0.20566016 0.12227297 0.0067266133 0.15402785 0.10838513 1.0 1.0 0.0067266133 0.0003494846 0.003957337 1.0 1.0 1.0 270000 110 2459
10 -0.05160441 2.1228766 -2.4564276 6.151176 40.785713 47.724926 0.0 194.0 1000.0 1000.0 1000.0 0.0012282563 -0.763321 1.3608686 -0.065831564 -2.469173 2.3902643 2.7231834 -4.810924 23.910074 7.450581e-09 0.01121082 0.0 -0.0076697003 6.7110724 -4.9765697 0.7258273 0.0108202305 1.0 0 1.0 0.0003 0.5000179999743863 8.0 1.5660768 0.164619 0.09502971 0.008154613 0.17801364 0.041973934 1.0 1.0 0.008154613 0.0014262011 0.0025383322 1.0 1.0 1.0 300000 122 2455
11 -1.4801482 1.2390524 -3.9957786 0.5502301 29.928572 46.66746 0.0 202.0 1000.0 1000.0 1000.0 -0.05294637 -0.807931 1.3083293 -0.16095309 -2.4014738 2.6538095 2.1608422 -2.8767333 29.841805 3.7252903e-09 0.010754133 0.0 -0.0069827456 5.2802563 -4.0544024 0.7238292 0.0 1.0 0 1.0 0.0003 0.4990199874853069 0.0 1.3245795 0.0 0.1373881 0.01139918 0.20127943 0.10292962 1.0 1.0 0.01139918 0.0032931673 0.0035488321 1.0 1.0 1.0 330000 135 2427
