Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd Misc/AcceptanceStep Misc/Alpha Misc/FinalStepNorm Misc/gradient_norm Misc/xHx Misc/H_inv_g Misc/cost_gradient_norm Misc/A Misc/B Misc/q Misc/r Misc/s Misc/Lambda_star Misc/Nu_star Misc/OptimCase TotalEnvSteps Time FPS
1 -4.1552815 1.5343233 -7.135192 -0.9553645 11.464286 23.725336 0.0 106.0 1000.0 1000.0 1000.0 0.15440133 -0.17988133 0.45193675 -0.21362029 -2.3060298 2.2551966 -0.21077241 -0.48016936 0.15555157 1.3969839e-08 0.035592042 0.0 -0.032180104 2.518559 -1.1024618 0.74363124 0.0059896763 1.0 0 1.0 0.0003 0.508999994180536 1.0 3.1575077 0.23910195 0.1683688 0.0020060372 0.075724885 0.09226285 0.0020060292 -0.06284703 0.0020060372 4.21446e-06 0.0022114918 0.3167055 0.0 3.0 30000 10 2991
2 -3.1333466 1.3537142 -5.6431513 -0.46377 18.642857 37.2532 0.0 131.0 1000.0 1000.0 1000.0 0.059623953 -0.12050429 0.37995452 -0.13411233 -2.1950529 2.4401555 0.04760545 -0.82929945 14.310668 -5.5879354e-09 0.0067341346 0.0 -0.004961636 3.994055 -2.3377664 0.7416687 0.010166308 1.0 0 1.0 0.0003 0.5080020093473719 1.0 0.6531648 0.07792738 1.1162753 0.04687965 0.11930724 0.08667876 0.04661434 0.00629024 0.04687965 -0.00088434503 0.0029477743 1.531007 0.0 2.0 60000 19 3034
3 0.1264453 0.94572234 -1.6521442 2.9646142 102.35714 159.84149 0.0 678.0 1000.0 1000.0 1000.0 0.0979509 -0.18583539 0.51144534 -0.039321493 -2.2660997 1.9671909 2.014439 -2.1611853 24.236565 -1.8626451e-09 0.0038979892 0.0 -0.0013826817 23.166487 -14.27844 0.73970217 0.0043956535 1.0 0 1.0 0.0003 0.5070039867303798 1.0 0.87994605 0.31737247 0.7512103 0.025829602 0.2097138 0.099652976 0.023406912 -2.9678369 0.025829602 0.0022027793 0.0020028292 0.0 3.1600354 0.0 90000 29 3035
4 -1.3327322 1.0480251 -3.4498804 1.1523774 23.928572 63.307602 0.0 236.0 1000.0 1000.0 1000.0 0.03918788 -0.24110547 0.52247804 -0.05095488 -2.1758733 2.154087 2.7009978 -8.073069 20.072918 -9.313226e-09 0.0033882253 0.0 -0.0013281861 7.1966467 -4.7431593 0.7377318 0.0077368086 1.0 0 1.0 0.0003 0.5060059945689283 1.0 0.5235419 0.12893428 1.367277 0.07296708 0.2462728 0.052015033 0.07277818 0.019538675 0.07296708 0.00068560615 0.0024883985 1.9100666 0.0 2.0 120000 39 2992
5 0.09525529 0.98249704 -2.5450082 3.254293 56.07143 142.5858 0.0 693.0 1000.0 1000.0 1000.0 0.09319355 -0.2817993 0.491446 0.02670219 -2.303173 2.4623616 3.731212 -9.011779 19.746538 7.450581e-09 0.0047491407 0.0 -0.0020512587 13.703171 -10.125243 0.7357575 0.007956211 1.0 0 1.0 0.0003 0.5050080103088117 1.0 1.3006024 0.29950067 0.08605359 0.011823349 0.27570388 0.10264167 0.010855219 -0.40775535 0.011823349 0.00147819 0.0022569764 0.0 2.976806 0.0 150000 49 2991
6 -0.16396448 1.0324004 -1.8325155 2.051637 23.928572 56.34329 0.0 203.0 1000.0 1000.0 1000.0 0.081850894 -0.26050586 0.5391546 -0.061891608 -2.1901524 2.1015325 2.8416405 -9.211697 20.877495 1.5599653e-08 0.003156364 0.0 -0.0011426124 7.003507 -4.9445424 0.73377925 0.0017654493 1.0 0 1.0 0.0003 0.504010011618452 3.0 0.9298657 0.19959092 0.44565833 0.023130728 0.33538276 0.05247693 0.020684972 0.019036492 0.023130728 0.0017070335 0.0011914371 1.0754238 0.0 2.0 180000 60 2973
7 0.38181156 0.9599077 -0.9236047 3.103014 87.57143 114.99391 0.0 403.0 1000.0 1000.0 1000.0 0.060427442 -0.32822913 0.63908607 -0.049618967 -2.1932805 2.042296 5.0399756 -3.8225327 22.99654 -1.4901161e-08 0.0032463244 0.0 -0.0009909719 21.011417 -14.828519 0.7317974 0.0054335585 1.0 0 1.0 0.0003 0.5030120063706592 1.0 1.1353973 0.26998776 0.2067864 0.015514363 0.32100174 0.1686742 0.015408418 -1.6563256 0.015514363 0.0004974347 0.0023355745 0.0 2.9262888 0.0 210000 70 2787
8 0.12010095 0.9980924 -1.6955937 2.4790063 21.392857 42.159 0.0 159.0 1000.0 1000.0 1000.0 0.06050772 -0.30338204 0.5289192 -0.07022297 -2.0658677 2.2715147 4.428932 -4.911918 22.719543 8.8475645e-09 0.003976114 0.0 -0.001486571 7.1867876 -5.02906 0.729811 0.006136756 1.0 0 1.0 0.0003 0.5020140024227473 1.0 1.0644275 0.3612538 0.20845471 0.017652147 0.3393878 0.050760835 0.017390141 0.015304284 0.017652147 0.00085205387 0.0027709268 0.93947184 0.0 2.0 240000 81 2783
9 0.5381791 1.2726907 -1.7105856 3.5508044 91.75 118.86416 0.0 420.0 1000.0 1000.0 1000.0 0.04263344 -0.31572664 0.6007732 -0.12429771 -2.1553009 2.1084177 4.764716 -7.606647 24.585747 3.7252903e-09 0.0037975977 0.0 -0.0013283675 20.330462 -16.322247 0.7278213 0.006649507 1.0 0 1.0 0.0003 0.5010160076164407 1.0 1.1560907 0.2769863 0.19137767 0.014963938 0.31764984 0.083561026 0.0146048805 -2.8277345 0.014963938 0.00074952014 0.0015645991 0.0 3.5752966 0.0 270000 92 2804
10 0.68218243 1.1812044 -1.1730412 4.493066 76.57143 78.56545 0.0 254.0 1000.0 1000.0 1000.0 0.03786192 -0.34355003 0.70541024 -0.16697738 -2.3575306 2.0587285 5.761831 -5.5896306 29.853624 -1.8626451e-09 0.004325954 0.0 -0.0015165088 17.840685 -13.326752 0.7258273 0.008931613 1.0 0 1.0 0.0003 0.5000179999743863 1.0 1.3698856 0.29151535 0.07120328 0.01065764 0.2856972 0.07481969 0.010646916 -1.0702152 0.01065764 0.00016174682 0.0024395296 0.0 2.8632617 0.0 300000 103 2795
