Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd LagrangeMultiplier TotalEnvSteps Time FPS
1 -0.019498799 0.9278452 -1.3140365 2.4014559 26.821428 55.756523 0.0 208.0 1000.0 1000.0 1000.0 0.16614234 -0.091581985 0.35727853 1.1189779e-08 -2.8545578 10.542997 0.16721018 -0.25484335 0.4891817 -9.313226e-09 0.011733026 -0.006158798 -0.009065059 6.1311426 -1.413877 0.74363124 0.0025035203 80.0 2 0.99916744 0.0003 0.508999994180536 0.03599999472498894 30000 11 2566
2 1.3988332 1.255163 -1.009228 4.3226585 82.67857 107.57723 0.0 333.0 1000.0 1000.0 1000.0 0.15530697 0.018070295 0.2885443 0.0 -2.9097974 13.706833 0.89040554 -1.1450236 13.833119 0.0 0.0068916115 -0.009051004 -0.0029339641 18.001091 -5.216982 0.7416687 0.0039884835 80.0 2 0.9989847 0.00029939999999999996 0.5080020093473719 0.06277167052030563 60000 23 2655
3 2.6421106 1.6876446 0.006711105 8.097215 69.53571 78.3406 0.0 275.0 1000.0 1000.0 1000.0 0.16504675 -0.08439403 0.5911392 -4.0690105e-09 -2.446824 10.746395 2.5570476 -3.8851907 16.140179 9.313226e-09 0.010146089 -0.009930985 -0.0036996086 17.50084 -8.678549 0.73970217 0.0037800968 80.0 2 1.0001948 0.0002988 0.5070039867303798 0.09281615912914276 90000 34 2633
4 4.0126643 1.8669987 0.38918892 7.4472036 87.92857 88.61229 0.0 320.0 1000.0 1000.0 1000.0 0.19904895 -0.11167141 0.89704394 -7.1207684e-09 -3.768848 12.562389 2.723675 -7.4393444 19.549591 1.3038516e-08 0.013078947 -0.009914339 -0.0052855974 17.459255 -10.07255 0.7377318 0.0038111042 80.0 2 0.999111 0.0002982 0.5060059945689283 0.12473618984222412 120000 45 2664
5 5.253221 1.784344 1.0777316 8.334864 79.67857 69.74395 0.0 238.0 1000.0 1000.0 1000.0 0.22932068 -0.25440103 1.100178 -4.2724608e-08 -2.8053021 11.1868305 3.1775956 -6.3623095 23.880035 3.3527613e-08 0.014953306 -0.00982805 -0.0074120713 16.730808 -9.5796795 0.7357575 0.003620149 80.0 2 0.99938464 0.00029759999999999997 0.5050080103088117 0.1576259732246399 150000 62 1819
6 6.7873473 2.2112746 2.6221602 9.61963 87.78571 62.766777 0.0 264.0 1000.0 1000.0 1000.0 0.28538448 -0.22705472 1.3367009 5.086263e-10 -3.9994392 11.586202 4.931545 -6.212736 21.385126 0.0 0.01941715 -0.0099399155 -0.008993834 18.040115 -11.098473 0.73377925 0.0041397717 80.0 2 1.0000455 0.00029699999999999996 0.504010011618452 0.19129908084869385 180000 80 1628
7 8.510559 2.4707143 3.6877158 15.031708 47.464287 38.128994 0.0 140.0 1000.0 1000.0 1000.0 0.40298504 -0.22118908 1.4248693 1.525879e-08 -3.876776 15.229438 4.900942 -6.903142 22.52279 -1.3038516e-08 0.018989561 -0.009846461 -0.010521229 9.705699 -5.9096575 0.7317974 0.003850292 80.0 2 0.9999692 0.0002964 0.5030120063706592 0.22334147989749908 210000 99 1611
8 8.728219 2.2284207 4.351794 13.289362 66.46429 57.86282 0.0 204.0 1000.0 1000.0 1000.0 0.50204855 -0.22235528 1.4187756 2.0345052e-08 -4.531959 12.334714 4.907086 -6.779843 22.653025 -5.5879354e-09 0.017660856 -0.009645958 -0.0094894 11.922113 -7.132798 0.729811 0.003875596 80.0 2 0.9997421 0.0002958 0.5020140024227473 0.2555429935455322 240000 118 1609
9 11.341453 2.458064 4.6847196 14.58458 73.75 53.9349 0.0 196.0 1000.0 1000.0 1000.0 0.6736998 -0.20890352 1.9028457 -8.646647e-08 -4.7655077 14.8622875 5.4056563 -6.992751 21.79262 6.891787e-08 0.021253463 -0.009129098 -0.011967866 12.864082 -7.7399206 0.7278213 0.0035750074 80.0 2 0.99860823 0.00029519999999999997 0.5010160076164407 0.28823330998420715 270000 136 1616
10 13.073525 1.9170176 9.562433 16.932299 60.285713 44.477806 0.0 184.0 1000.0 1000.0 1000.0 0.7587914 -0.29185182 1.7850566 0.0 -6.6594677 10.407228 5.6405125 -6.514495 21.774647 1.8626451e-09 0.021751747 -0.009313669 -0.013771298 10.459233 -6.2694273 0.7258273 0.0037590447 80.0 2 1.0005406 0.00029459999999999995 0.5000179999743863 0.3206073045730591 300000 155 1609
