Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd Misc/AcceptanceStep Misc/Alpha Misc/FinalStepNorm Misc/gradient_norm Misc/xHx Misc/H_inv_g Misc/cost_gradient_norm Misc/A Misc/B Misc/q Misc/r Misc/s Misc/Lambda_star Misc/Nu_star Misc/OptimCase TotalEnvSteps Time FPS
1 -0.81282234 1.5076783 -4.2459364 3.6709332 44.75 43.151417 0.0 138.0 1000.0 1000.0 1000.0 0.100836776 -0.08029732 0.32686487 -0.35021994 -2.4297926 2.158349 -0.046877563 -0.37373817 0.32350224 3.7252903e-09 0.018680878 0.0 -0.014972867 8.019657 -2.7271094 0.74363124 0.012133425 1.0 1 1.0 0.0003 0.508999994180536 12.0 2.4437728 0.10756294 0.1502092 0.0033489377 0.102402136 0.036121286 1.0 1.0 0.0033489377 0.0005975966 0.0018341924 1.0 1.0 1.0 30000 7 3875
2 -0.4732993 1.1911879 -2.6204505 2.8031702 48.357143 63.01826 0.0 188.0 1000.0 1000.0 1000.0 0.09124242 -0.10448969 0.39321423 -0.26628092 -2.42937 2.3122156 1.0750601 -1.5179257 11.643767 2.7008355e-08 0.0037066224 0.0 -0.0020701266 9.62377 -4.1840305 0.7416687 0.014709442 1.0 1 1.0 0.0003 0.5080020093473719 9.0 1.6318771 0.14357889 0.11295443 0.0075102523 0.21312705 0.08889975 1.0 1.0 0.0075102523 -7.11302e-06 0.0030616415 1.0 1.0 1.0 60000 15 4129
3 -0.39666793 0.7368093 -1.9462813 0.76025224 70.39286 127.205215 0.0 506.0 1000.0 1000.0 1000.0 0.08586478 -0.2016927 0.5109914 -0.18343157 -2.3937957 2.1391137 1.5710049 -5.8168945 21.289106 0.0 0.003350737 0.0 -0.0021300886 17.178535 -9.113868 0.73970217 0.0 1.0 1 1.0 0.0003 0.5070039867303798 0.0 1.0959318 0.0 0.11140538 0.016651858 0.30640835 0.0698126 1.0 1.0 0.016651858 0.00055637024 0.0017544845 1.0 1.0 1.0 90000 22 4161
4 -0.8145314 0.5667706 -1.8943826 0.5213869 21.035715 55.84 0.0 225.0 1000.0 1000.0 1000.0 0.05460604 -0.18939483 0.3763252 -0.18122888 -2.4205987 2.0932066 2.3870516 -6.929542 20.852848 1.8626451e-08 0.003057571 0.0 -0.0015282126 5.662663 -3.935625 0.7377318 0.012277449 1.0 1 1.0 0.0003 0.5060059945689283 7.0 1.0438877 0.032824263 0.121413715 0.018353637 0.3211566 0.08936807 1.0 1.0 0.018353637 7.386918e-05 0.0026172409 1.0 1.0 1.0 120000 29 4190
5 -0.17872559 0.8356827 -1.8963968 1.4336604 89.14286 96.17348 0.0 335.0 1000.0 1000.0 1000.0 0.020847466 -0.17931005 0.26531506 -0.11202416 -2.421142 2.12175 2.6821802 -6.9755607 24.41486 -1.1175871e-08 0.0067975163 0.0 -0.0047217277 17.517017 -10.580263 0.7357575 0.0 1.0 1 1.0 0.0003 0.5050080103088117 0.0 1.5705936 0.0 0.10695847 0.008107777 0.21460678 0.06838515 1.0 1.0 0.008107777 0.0011242954 0.00251535 1.0 1.0 1.0 150000 37 3757
6 -0.66919965 1.3446631 -2.2817538 4.173755 61.0 73.35725 0.0 277.0 1000.0 1000.0 1000.0 0.0018876168 -0.2905176 0.43887416 -0.10469049 -2.4134603 2.26114 2.8561895 -9.845872 23.585224 -2.9802322e-08 0.0066399537 0.0 -0.0042083766 12.787985 -8.315371 0.73377925 0.013555486 1.0 1 1.0 0.0003 0.504010011618452 8.0 1.3484179 0.37712666 0.06780225 0.010999693 0.24765326 0.09405788 1.0 1.0 0.010999693 0.00020243457 0.002379187 1.0 1.0 1.0 180000 45 3741
7 -0.5684919 0.8065625 -2.7283561 1.0457044 18.821428 34.78511 0.0 119.0 1000.0 1000.0 1000.0 -0.010109783 -0.36211988 0.47963977 -0.23152363 -2.349718 2.170341 3.1048782 -8.479931 24.82027 -1.8626451e-09 0.003113043 0.0 -0.0010641752 7.1120186 -5.0336647 0.7317974 0.011829328 1.0 1 1.0 0.0003 0.5030120063706592 9.0 0.9986083 0.03231945 0.19410059 0.020055775 0.3434124 0.14599627 1.0 1.0 0.020055775 0.00034170866 0.00308256 1.0 1.0 1.0 210000 53 3733
8 -0.49876198 0.86416227 -2.3426282 1.01975 20.5 58.973663 0.0 276.0 1000.0 1000.0 1000.0 -0.00987803 -0.34005538 0.32235274 -0.31348038 -2.3877025 2.1137798 1.0534966 -8.344481 19.142193 -5.5879354e-09 0.0028349024 0.0 -0.0012925491 5.305984 -3.8318062 0.729811 0.013060749 1.0 1 1.0 0.0003 0.5020140024227473 4.0 0.8325429 0.04718769 0.10574935 0.028854704 0.38394678 0.024348173 1.0 1.0 0.028854704 0.0032239594 0.0016529546 1.0 1.0 1.0 240000 61 3827
9 -0.53098255 0.93015045 -1.9495536 1.772171 22.642857 83.66823 0.0 438.0 1000.0 1000.0 1000.0 -0.014350456 -0.35073707 0.3524918 -0.45472836 -2.7964 1.9699358 2.0825346 -10.746862 23.343868 4.4237822e-09 0.0035617086 0.0 -0.0014785298 7.1626644 -5.581726 0.7278213 0.014117425 1.0 1 1.0 0.0003 0.5010160076164407 7.0 0.98284084 0.0394299 0.15329063 0.020704437 0.34048957 0.05397208 1.0 1.0 0.020704437 0.0011102052 0.0022568626 1.0 1.0 1.0 270000 69 3760
10 -0.27743348 1.3011554 -2.91686 2.9108317 48.5 62.374157 0.0 252.0 1000.0 1000.0 1000.0 -0.017312432 -0.36732072 0.4001202 -0.51749605 -2.7687893 2.0622044 2.475737 -5.7445383 27.804377 6.519258e-09 0.007264085 0.0 -0.004653477 9.855408 -6.9319873 0.7258273 0.009582372 1.0 1 1.0 0.0003 0.5000179999743863 12.0 1.5659475 0.093466654 0.18230256 0.008155959 0.20318936 0.12886542 1.0 1.0 0.008155959 6.126525e-05 0.0024868075 1.0 1.0 1.0 300000 77 3765
