Epoch EpRet/Mean EpRet/Std EpRet/Min EpRet/Max EpCosts/Mean EpCosts/Std EpCosts/Min EpCosts/Max EpLen/Mean EpLen/Min EpLen/Max Values/V/Mean Values/V/Min Values/V/Max Values/Adv/Mean Values/Adv/Min Values/Adv/Max Values/C/Mean Values/C/Min Values/C/Max Loss/Pi Loss/Value Loss/DeltaPi Loss/DeltaValue Loss/Cost Loss/DeltaCost Entropy KL Misc/StopIter Misc/Seed PolicyRatio LR Misc/ExplorationNoiseStd LagrangeMultiplier TotalEnvSteps Time FPS
1 -0.54874873 1.1133357 -2.7145982 2.3458505 76.42857 104.23614 0.0 449.0 1000.0 1000.0 1000.0 -0.21843825 -0.4803629 -0.03857462 -4.0690105e-09 -2.7923865 9.697187 -0.11338732 -0.36576298 0.1589149 1.8626451e-09 0.014725995 -0.005892656 -0.012520119 15.352652 -6.349614 0.74363124 0.0023261334 80.0 2 0.99978554 0.0003 0.508999994180536 0.03599999472498894 30000 32 915
2 -0.050026707 0.94660616 -2.0328524 1.6368754 82.39286 100.20562 0.0 351.0 1000.0 1000.0 1000.0 -0.1684928 -0.32424256 0.08861652 -3.2552084e-08 -4.305859 17.962011 1.4119891 -2.6418014 16.490923 3.3527613e-08 0.0037565902 -0.014444156 -0.0018749534 18.253931 -10.213936 0.7416687 0.005537235 80.0 2 1.0002067 0.00029939999999999996 0.5080020093473719 0.07104739546775818 60000 65 924
3 1.340369 1.5219095 -1.0404311 4.7534924 118.21429 123.15535 0.0 440.0 1000.0 1000.0 1000.0 -0.12827711 -0.30963907 0.16808674 0.0 -2.4074287 28.796375 3.090884 -6.9973426 25.970865 9.313226e-10 0.010949747 -0.009686322 -0.0054244604 26.444416 -19.571732 0.73970217 0.005122007 80.0 2 0.99910015 0.0002988 0.5070039867303798 0.10553936660289764 90000 97 922
4 1.4118369 1.6665742 -0.9774946 6.9754176 150.42857 123.74843 2.0 416.0 1000.0 1000.0 1000.0 -0.050365917 -0.36835515 0.67588687 -1.6276042e-08 -4.774246 23.280935 5.964748 -6.4123235 29.706478 1.8626451e-08 0.006712286 -0.0114447735 -0.0032754363 28.618244 -20.524904 0.7377318 0.0046965997 80.0 2 1.0007613 0.0002982 0.5060059945689283 0.13978998363018036 120000 130 921
5 2.2059956 1.8765669 0.004944158 6.74237 116.28571 110.25389 0.0 413.0 1000.0 1000.0 1000.0 -0.02314041 -0.3827446 0.7732674 -1.6276042e-08 -4.117148 14.971973 6.3204613 -7.575022 25.974024 1.7695129e-08 0.011010132 -0.009651854 -0.0060652583 25.434761 -18.45536 0.7357575 0.0044405703 80.0 2 0.99897075 0.00029759999999999997 0.5050080103088117 0.1742948293685913 150000 163 921
6 3.7788396 2.699701 0.3221711 14.193025 121.96429 84.65918 3.0 357.0 1000.0 1000.0 1000.0 0.07405214 -0.3285355 1.5361584 0.0 -4.660636 13.281543 8.886443 -8.047783 28.402302 0.0 0.019149117 -0.009164967 -0.010435957 24.641327 -17.797874 0.73377925 0.0038196633 80.0 2 0.9997792 0.00029699999999999996 0.504010011618452 0.20905010402202606 180000 195 924
7 4.7943954 2.787052 0.35219324 11.687734 98.67857 84.77199 0.0 322.0 1000.0 1000.0 1000.0 0.14340799 -0.4316424 1.5968708 -5.086263e-09 -4.312226 13.42448 8.788429 -6.1464515 32.457138 3.7252903e-09 0.020981852 -0.008922547 -0.011874062 17.266586 -12.362167 0.7317974 0.0040246435 80.0 2 0.9998945 0.0002964 0.5030120063706592 0.24346914887428284 210000 228 912
8 6.1433783 3.1032267 0.27711892 13.707904 115.5 89.49402 5.0 349.0 1000.0 1000.0 1000.0 0.23209107 -0.3913519 1.5777726 -3.3569336e-08 -3.1852162 11.345416 9.386015 -3.3749585 33.393513 2.7939677e-08 0.040298257 -0.0066758646 -0.02145775 21.831753 -16.18045 0.729811 0.0030013446 80.0 2 0.99974316 0.0002958 0.5020140024227473 0.2780507504940033 240000 260 924
9 7.3618655 3.223699 2.7732544 16.000654 91.10714 66.68548 0.0 254.0 1000.0 1000.0 1000.0 0.42380458 -0.30357146 2.2779794 8.138021e-09 -7.035805 10.372702 8.808773 -3.9283888 29.795824 -1.3969839e-08 0.034002863 -0.008461528 -0.017934917 16.183693 -11.04525 0.7278213 0.0035288036 80.0 2 0.9982264 0.00029519999999999997 0.5010160076164407 0.3121211528778076 270000 293 931
10 8.401696 3.1518474 3.105076 14.5533695 103.21429 66.66513 4.0 264.0 1000.0 1000.0 1000.0 0.516277 -0.2648564 2.1408877 -1.0172526e-08 -4.096613 11.856683 9.8818655 -1.5085331 33.105927 1.3038516e-08 0.041752443 -0.0075586387 -0.024463903 15.342767 -10.672787 0.7258273 0.0031431708 80.0 2 0.9992541 0.00029459999999999995 0.5000179999743863 0.34615176916122437 300000 325 915
11 9.510589 3.957579 1.7015342 20.090483 123.14286 49.925453 20.0 253.0 1000.0 1000.0 1000.0 0.6373777 -0.5340574 2.9038346 -4.0690105e-09 -7.6746173 10.8815565 9.971836 -2.7600243 32.946224 5.122274e-09 0.044534303 -0.0090747075 -0.025951797 19.941998 -14.537931 0.7238292 0.0036635888 80.0 2 0.998913 0.000294 0.4990199874853069 0.3805926442146301 330000 358 918
12 11.594975 3.4269154 4.5868235 19.657696 132.92857 88.989136 2.0 335.0 1000.0 1000.0 1000.0 0.7427439 -0.18934223 2.8324645 9.155274e-09 -4.268764 11.292475 10.680592 -4.508943 38.840664 -4.656613e-09 0.053364888 -0.0077365185 -0.03254719 22.24701 -16.28698 0.72182757 0.0034379186 80.0 2 0.9999769 0.0002934 0.49802200780647804 0.41551876068115234 360000 391 924
13 12.5603895 5.087044 2.724312 24.825174 105.10714 71.992226 4.0 276.0 1000.0 1000.0 1000.0 0.8760267 -0.28456557 3.329139 2.2379558e-08 -6.6980705 10.332899 10.213716 -1.7706976 33.857494 -1.5832484e-08 0.05951547 -0.007675244 -0.034009546 19.092113 -13.822834 0.71982163 0.003548232 80.0 2 0.9989639 0.00029279999999999996 0.4970240094664514 0.4502584934234619 390000 423 927
14 13.640795 4.582735 -0.0035447746 22.162271 94.96429 67.86408 1.0 284.0 1000.0 1000.0 1000.0 1.040137 -0.018611055 3.192905 -1.93278e-08 -6.2747264 12.788438 10.599031 -1.9748449 32.590122 2.0489097e-08 0.05984447 -0.007825902 -0.03455457 16.527098 -12.169079 0.7178115 0.0037427268 80.0 2 0.99977934 0.00029219999999999995 0.4960260005845061 0.4845661222934723 420000 455 925
15 14.600837 5.8923416 -2.8148031 23.509962 101.32143 65.61089 0.0 223.0 1000.0 1000.0 1000.0 1.0603716 -0.39996383 3.185348 1.0172526e-08 -8.11089 9.162246 9.90381 -2.639186 33.28711 -1.8626451e-09 0.06592247 -0.007922446 -0.038420375 14.913498 -10.64853 0.7157975 0.003541754 80.0 2 0.999692 0.0002916 0.4950279892637624 0.5186964869499207 450000 488 927
16 16.015913 5.4806256 2.3394012 25.410471 110.14286 51.183647 3.0 258.0 1000.0 1000.0 1000.0 1.2461555 -0.1969499 3.4433532 -1.8310548e-08 -7.5036116 9.472136 10.416921 -1.3659749 28.819035 1.1175871e-08 0.06997204 -0.0077263275 -0.039373156 15.991623 -11.450131 0.7137796 0.0036391807 80.0 2 0.9996216 0.00029099999999999997 0.49403001303756583 0.5529152154922485 480000 520 933
17 16.575012 4.7236056 7.546217 27.134045 127.57143 65.40447 4.0 273.0 1000.0 1000.0 1000.0 1.3150165 0.02582721 3.2557201 -1.0172526e-08 -5.5569715 11.200553 10.816019 -0.5704031 29.619967 9.313226e-09 0.066771604 -0.008093075 -0.03775011 18.757088 -13.393716 0.7117573 0.004039575 80.0 2 0.9995721 0.00029039999999999996 0.4930319916369756 0.5876094102859497 510000 552 927
18 18.822699 5.9011493 3.5650375 29.460499 91.25 69.097046 12.0 307.0 1000.0 1000.0 1000.0 1.4991716 -0.011837732 3.9749722 3.0517577e-09 -8.561613 7.654421 11.055106 -2.824482 27.921532 -4.656613e-10 0.0783108 -0.008227468 -0.046954572 13.76589 -9.684565 0.709731 0.0043493183 80.0 2 1.0008868 0.00028979999999999994 0.4920339921279806 0.6217638254165649 540000 585 931
